Object_types; object_count; seed; exception; refined_plan
1; 1; 111; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_1'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 1.0, 'EAST']), ('place', 'hamburger_1', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_2'), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_2', 'table_2')]; cafeWorld
1; 2; 222; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_1'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_1', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_2'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'hamburger_2', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_3'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_3', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_4'), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'hamburger_4', 'table_2')]; cafeWorld
2; 1; 333; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_1'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'hamburger_1', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_2'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_2', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_3'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_3', 'table_3'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_4'), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 3.0, 'EAST']), ('place', 'pizza_4', 'table_4')]; cafeWorld
2; 2; 444; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_1'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 2.0, 'EAST']), ('place', 'hamburger_1', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_2'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_2', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_3'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 2.0, 'EAST']), ('place', 'hamburger_3', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_4'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 5.0, 'EAST']), ('place', 'hamburger_4', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_5'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF'], [1.5, 1.0, 'EAST']), ('place', 'pizza_5', 'table_3'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_6'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_6', 'table_4'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_7'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF'], [1.5, 1.0, 'EAST']), ('place', 'pizza_7', 'table_3'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_8'), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_8', 'table_4')]; cafeWorld
2; 3; 555; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_1'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF'], [1.5, 2.0, 'EAST']), ('place', 'hamburger_1', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_2'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 3.0, 'EAST']), ('place', 'hamburger_2', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_3'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF'], [1.5, 2.0, 'EAST']), ('place', 'hamburger_3', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_4'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 3.0, 'EAST']), ('place', 'hamburger_4', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_5'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF'], [1.5, 2.0, 'EAST']), ('place', 'hamburger_5', 'table_1'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'hamburger_6'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 3.0, 'EAST']), ('place', 'hamburger_6', 'table_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_10'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_10', 'table_4'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_11'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'pizza_11', 'table_3'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_12'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_12', 'table_4'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_7'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'pizza_7', 'table_3'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_8'), ('move', [], [0.5, 7.0, 'EAST']), ('move', ['MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [1.5, 4.0, 'EAST']), ('place', 'pizza_8', 'table_4'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 7.0, 'EAST']), ('pick', 'pizza_9'), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'pizza_9', 'table_3')]; cafeWorld
1; 1; 111; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 1.0, 'EAST']), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF'], [2.0, 3.0, 'EAST']), ('pick', 'book_1'), ('move', ['TurnCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'book_1', 'bin_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF'], [2.5, 3.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCW', 'MoveF', 'TurnCW'], [2.0, 1.0, 'EAST']), ('pick', 'book_2'), ('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW'], [2.5, 3.0, 'EAST']), ('place', 'book_2', 'bin_2')]; bookWorld
1; 2; 222; None; [('move', ['MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 1.0, 'EAST']), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF'], [3.0, 1.0, 'EAST']), ('pick', 'book_1'), ('move', ['TurnCW', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'book_1', 'bin_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'TurnCCW', 'MoveF'], [3.0, 2.5, 'EAST']), ('pick', 'book_2'), ('move', ['TurnCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 2.0, 'EAST']), ('place', 'book_2', 'bin_2'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [2.0, 0.5, 'EAST']), ('pick', 'book_3'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW'], [0.5, 1.0, 'EAST']), ('place', 'book_3', 'bin_1'), ('move', ['TurnCCW', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 2.0, 'EAST']), ('move', ['TurnCW', 'MoveF', 'MoveF', 'MoveF', 'MoveF', 'TurnCCW', 'MoveF'], [1.0, 0.0, 'EAST']), ('pick', 'book_4'), ('move', ['TurnCCW', 'MoveF', 'TurnCCW', 'MoveF', 'TurnCW', 'MoveF', 'MoveF', 'MoveF', 'TurnCW'], [0.5, 2.0, 'EAST']), ('place', 'book_4', 'bin_2')]; bookWorld
